Gene symbol	Gene name	Accession DB	Accession ID
CINDA2	cytokine induced activation 2		110185
CINDA3	cytokine induced activation 3		100035106
CINDA4	cytokine induced activation 4		100036292
CINDA5	cytokine induced activation 5		100035107
CINP	cyclin dependent kinase 2 interacting protein		51550
CIP2A	cellular inhibitor of PP2A		57650
CIPC	CLOCK interacting pacemaker		85457
CIR	circling		191577
CIR1	"corepressor interacting with RBPJ, CIR1"		9541
CIRBP	cold inducible RNA binding protein		1153
CIRBP-RS1	"cold inducible RNA binding protein, related sequence 1"		110870
CIRBP-RS2	"cold inducible RNA binding protein, related sequence 2"		110869
CIRBP-RS3	"cold inducible RNA binding protein, related sequence 3"		110871
CIRCP1	circadian photosensitivity 1		493047
CIRCP2	circadian photosensitivity 2		100034822
CISD1	CDGSH iron sulfur domain 1		55847
CISD2	CDGSH iron sulfur domain 2		493856
CISD3	CDGSH iron sulfur domain 3		284106
CISD3B	CDGSH iron sulfur domain 3B		100504524
CISH	cytokine inducible SH2 containing protein		1154
CISTR	chondrogenesis-associated transcript		102216268
CIT	citron rho-interacting serine/threonine kinase		11113
CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1		4435
CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2		10370
CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4		163732
CIZ1	CDKN1A interacting zinc finger protein 1		25792
CK137956	cDNA sequence CK137956		635169
CKAP2	cytoskeleton associated protein 2		26586
CKAP2L	cytoskeleton associated protein 2 like		150468
CKAP4	cytoskeleton associated protein 4		10970
CKAP5	cytoskeleton associated protein 5		9793
CKB	creatine kinase B		1152
CKB-PS1	"creatine kinase, brain, pseudogene 1"		100503400
CKB-PS2	"creatine kinase, brain, pseudogene 2"		12706
CKDS	cystic kidney disease severity		246087
CKLC4	chemokine locus Chromosome 4		110129
CKLF	chemokine like factor		51192
CKM	"creatine kinase, M-type"		1158
CKMB	"creatine kinase, muscle b"		794752
CKMT1	"creatine kinase, mitochondrial 1, ubiquitous"		12716
CKMT2	"creatine kinase, mitochondrial 2"		1160
CKN1	Cockayne syndrome 1 homolog		100169886
CK-PS2	creatine kinase pseudogene 2		12707
CK-PS3	creatine kinase pseudogene 3		12708
CKR	chakragati		12717
CKRTGR	ckr transgene region		12718
CKS1B	CDC28 protein kinase regulatory subunit 1B		1163
CKS1BRT	"CDC28 protein kinase 1b, retrogene"		624855
CKS2	CDC28 protein kinase regulatory subunit 2		1164
CLA	clasper		12720
CLAS2	carcinogen-induced lung adenoma susceptibility 2		100035688
CLAS3	carcinogen-induced lung adenoma susceptibility 3		100035386
CLAS4	carcinogen-induced lung adenoma susceptibility 4		100036371
CLASP1	cytoplasmic linker associated protein 1		23332
CLASP2	cytoplasmic linker associated protein 2		23122
CLASRP	CLK4 associating serine/arginine rich protein		11129
CLBA1	clathrin binding box of aftiphilin containing 1		122616
CLCA1	chloride channel accessory 1		1179
CLCA2	chloride channel accessory 2		9635
CLCA3	chloride channel regulator 3		281694
CLCA3A1	chloride channel accessory 3A1		12722
CLCA3A2	chloride channel accessory 3A2		80797
CLCA3B	chloride channel accessory 3B		229927
CLCA4	chloride channel accessory 4		22802
CLCA4A	chloride channel accessory 4A		99663
CLCA4B	chloride channel accessory 4B		99709
CLCA4C-PS	"chloride channel accessory 4C, pseudogene"		622139
CLCC1	chloride channel CLIC like 1		23155
CLCF1	cardiotrophin like cytokine factor 1		23529
CLCN1	chloride voltage-gated channel 1		1180
CLCN2	chloride voltage-gated channel 2		1181
CLCN3	chloride voltage-gated channel 3		1182
CLCN4	chloride voltage-gated channel 4		1183
CLCN5	chloride voltage-gated channel 5		1184
CLCN6	chloride voltage-gated channel 6		1185
CLCN7	chloride voltage-gated channel 7		1186
CLCNK2	chloride channel K2		104214
CLCNKA	chloride voltage-gated channel Ka		1187
CLCNKB	chloride voltage-gated channel Kb		1188
CLDN1	claudin 1		9076
CLDN10	claudin 10		9071
CLDN10A	claudin 10a		368619
CLDN11	claudin 11		5010
CLDN12	claudin 12		9069
CLDN13	claudin 13		57255
CLDN14	claudin 14		23562
CLDN15	claudin 15		24146
CLDN16	claudin 16		10686
CLDN17	claudin 17		26285
CLDN18	claudin 18		51208
CLDN19	claudin 19		149461
CLDN2	claudin 2		9075
CLDN20	claudin 20		49861
CLDN22	claudin 22		53842
CLDN23	claudin 23		137075
CLDN24	claudin 24		100132463
CLDN25	claudin 25		644672
CLDN25-PS	"claudin 25, pseudogene"		100042785
CLDN3	claudin 3		1365
CLDN34A	claudin 34A		635396
CLDN34B1	claudin 34B1		100040937
CLDN34B2	claudin 34B2		73347
CLDN34B3	claudin 34B3		238829
CLDN34B4	claudin 34B4		619294
CLDN34C1	claudin 34C1		73061
CLDN34C2	claudin 34C2		625591
CLDN34C3	claudin 34C3		382265
CLDN34C4	claudin 34C4		73934
CLDN34D	claudin 34D		74987
CLDN34-PS	"claudin 34, pseudogene"		628893
CLDN4	claudin 4		1364
CLDN5	claudin 5		7122
CLDN6	claudin 6		9074
CLDN7	claudin 7		1366
CLDN8	claudin 8		9073
CLDN9	claudin 9		9080
CLDND1	claudin domain containing 1		56650
CLDND2	claudin domain containing 2		125875
CLE	closed eyes and microphthalmia		107485
CLEC10A	C-type lectin domain containing 10A		10462
CLEC11A	C-type lectin domain containing 11A		6320
CLEC12A	C-type lectin domain family 12 member A		160364
CLEC12B	C-type lectin domain family 12 member B		387837
CLEC14A	C-type lectin domain containing 14A		161198
CLEC16A	C-type lectin domain containing 16A		23274
CLEC18A	C-type lectin domain family 18 member A		348174
CLEC1A	C-type lectin domain family 1 member A		51267
CLEC1B	C-type lectin domain family 1 member B		51266
CLEC2D	C-type lectin domain family 2 member D		29121
CLEC2E	"C-type lectin domain family 2, member e"		232409
CLEC2F	"C-type lectin domain family 2, member f"		435921
CLEC2G	"C-type lectin domain family 2, member g"		70809
CLEC2H	"C-type lectin domain family 2, member h"		94071
CLEC2I	"C-type lectin domain family 2, member i"		93675
CLEC2J	"C-type lectin domain family 2, member J"		677440
CLEC2L	C-type lectin domain family 2 member L		154790
CLEC2M	"C-type lectin domain family 2, member m"		381816
CLEC3A	C-type lectin domain family 3 member A		10143
CLEC3B	C-type lectin domain family 3 member B		7123
CLEC4A	C-type lectin domain family 4 member A		50856
CLEC4A1	"C-type lectin domain family 4, member a1"		269799
CLEC4A2	"C-type lectin domain family 4, member a2"		26888
CLEC4A3	"C-type lectin domain family 4, member a3"		73149
CLEC4A4	"C-type lectin domain family 4, member a4"		474145
CLEC4B1	"C-type lectin domain family 4, member b1"		69810
CLEC4B2	"C-type lectin domain family 4, member b2"		381809
CLEC4D	C-type lectin domain family 4 member D		338339
CLEC4E	C-type lectin domain family 4 member E		26253
CLEC4F	C-type lectin domain family 4 member F		165530
CLEC4G	C-type lectin domain family 4 member G		339390
CLEC4M	C-type lectin domain family 4 member M		10332
CLEC4N	"C-type lectin domain family 4, member n"		56620
CLEC5A	C-type lectin domain containing 5A		23601
CLEC6A	C-type lectin domain containing 6A		93978
CLEC7A	C-type lectin domain containing 7A		64581
CLEC9A	C-type lectin domain containing 9A		283420
CLF2	cleft lip 2		12744
CLGN	calmegin		1047
CLHC1	clathrin heavy chain linker domain containing 1		130162
CLIC1	chloride intracellular channel 1		1192
CLIC3	chloride intracellular channel 3		9022
CLIC4	chloride intracellular channel 4		25932
CLIC5	chloride intracellular channel 5		53405
CLIC6	chloride intracellular channel 6		54102
CLIFF	cliff drop aversion		112060
CLINT1	clathrin interactor 1		9685
CLIP1	CAP-Gly domain containing linker protein 1		6249
CLIP2	CAP-Gly domain containing linker protein 2		7461
CLIP3	CAP-Gly domain containing linker protein 3		25999
CLIP4	CAP-Gly domain containing linker protein family member 4		79745
CLK1	CDC like kinase 1		1195
CLK2	CDC like kinase 2		1196
CLK3	CDC like kinase 3		1198
CLK4	CDC like kinase 4		57396
CLMN	calmin		79789
CLMP	CXADR like membrane protein		79827
CLN3	"CLN3 lysosomal/endosomal transmembrane protein, battenin"		1201
CLN5	CLN5 intracellular trafficking protein		1203
CLN6	CLN6 transmembrane ER protein		54982
CLN8	CLN8 transmembrane ER and ERGIC protein		2055
CLNK	cytokine dependent hematopoietic cell linker		116449
CLNKOS	"cytokine-dependent hematopoietic cell linker, opposite strand"		75536
CLNS1A	chloride nucleotide-sensitive channel 1A		1207
CLNS1A-PS1	"chloride channel, nucleotide-sensitive, 1A, pseudogene 1"		108223
CLNS1A-RS1	"chloride channel, nucleotide-sensitive, 1A, related sequence 1"		110856
CLNS1A-RS2	"chloride channel, nucleotide-sensitive, 1A, related sequence 2"		108045
CLOCK	clock circadian regulator		9575
CLP1	cleavage factor polyribonucleotide kinase subunit 1		10978
CLPB	caseinolytic mitochondrial matrix peptidase chaperone subunit B		81570
CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit		8192
CLPS	colipase		1208
CLPSL2	colipase like 2		389383
CLPTM1	CLPTM1 regulator of GABA type A receptor forward trafficking		1209
CLPTM1L	CLPTM1 like		81037
CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit X		10845
CLRN1	clarin 1		7401
CLRN2	clarin 2		645104
CLRN3	clarin 3		119467
CLSPN	claspin		63967
CLSTN1	calsyntenin 1		22883
CLSTN2	calsyntenin 2		64084
CLSTN3	calsyntenin 3		9746
CLTA	clathrin light chain A		1211
CLTB	clathrin light chain B		1212
CLTC	clathrin heavy chain		1213
CLTD-RS	"clathrin, heavy peptide, related sequence"		110547
CLTRN	"collectrin, amino acid transport regulator"		57393
CLU	clusterin		1191
CLUAP1	clusterin associated protein 1		23059
CLUH	clustered mitochondria homolog		23277
CLVS1	clavesin 1		157807
CLVS2	clavesin 2		134829
CLYBL	citramalyl-CoA lyase		171425
CM	coloboma deletion region		111346
CMA	cardiac myosin autoantibody		12761
CMA1	chymase 1		1215
CMA2	"chymase 2, mast cell"		545055
CMAH	cytidine monophospho-N-acetylneuraminic acid hydroxylase		12763
CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase		55907
CMBL	carboxymethylenebutenolidase homolog		134147
CMC1	C-X9-C motif containing 1		152100
CMC2	C-X9-C motif containing 2		56942
CMC4	C-X9-C motif containing 4		100272147
CMCS	cerebral malaria susceptibility in CBA/N		100036439
CMIP	c-Maf inducing protein		80790
CMKLR1	chemerin chemokine-like receptor 1		1240
CMN1	cardiac modifier of nmd 1		100036106
CMN2	cardiac modifier of nmd 2		100035658
CMN3	cardiac modifier of nmd 3		100035270
CMPK	cytidylate kinase		406383
CMPK1	cytidine/uridine monophosphate kinase 1		51727
CMPK2	cytidine/uridine monophosphate kinase 2		129607
CMS1	resistance to Coccidioides immitis 1		109465
CMS2	resistance to Coccidioides immitis 2		109466
CMSS1	cms1 ribosomal small subunit homolog		84319
CMTM1	CKLF like MARVEL transmembrane domain containing 1		113540
CMTM2A	CKLF-like MARVEL transmembrane domain containing 2A		73381
CMTM2B	CKLF-like MARVEL transmembrane domain containing 2B		75502
CMTM3	CKLF like MARVEL transmembrane domain containing 3		123920
CMTM4	CKLF like MARVEL transmembrane domain containing 4		146223
CMTM5	CKLF like MARVEL transmembrane domain containing 5		116173
CMTM6	CKLF like MARVEL transmembrane domain containing 6		54918
CMTM7	CKLF like MARVEL transmembrane domain containing 7		112616
CMTM8	CKLF like MARVEL transmembrane domain containing 8		152189
CMTR1	cap methyltransferase 1		23070
CMTR2	cap methyltransferase 2		55783
CMV3	cytomegalovirus resistance 3		100035620
CMV4	cytomegalovirus resistance 4		100035301
CMYA5	cardiomyopathy associated 5		202333
CN725425	cDNA sequence CN725425		545126
CNBD1	cyclic nucleotide binding domain containing 1		168975
CNBD2	cyclic nucleotide binding domain containing 2		140894
CNBP	CCHC-type zinc finger nucleic acid binding protein		7555
CNBPL1	cellular nucleic acid binding protein-like 1		110723
CNBPL2	cellular nucleic acid binding protein-like 2		110724
CNDP1	carnosine dipeptidase 1		84735
CNDP2	carnosine dipeptidase 2		55748
CNEP1R1	CTD nuclear envelope phosphatase 1 regulatory subunit 1		255919
CNFN	cornifelin		84518
CNGA1	cyclic nucleotide gated channel subunit alpha 1		1259
CNGA2	cyclic nucleotide gated channel subunit alpha 2		1260
CNGA3	cyclic nucleotide gated channel subunit alpha 3		1261
CNGA4	cyclic nucleotide gated channel subunit alpha 4		1262
CNGB1	cyclic nucleotide gated channel subunit beta 1		1258
CNGB3	cyclic nucleotide gated channel subunit beta 3		54714
CNIH1	cornichon family AMPA receptor auxiliary protein 1		10175
CNIH2	cornichon family AMPA receptor auxiliary protein 2		254263
CNIH3	cornichon family AMPA receptor auxiliary protein 3		149111
CNIH4	cornichon family AMPA receptor auxiliary protein 4		29097
CNI-RS1	"cornichon, related sequence 1"		110701
CNI-RS2	"cornichon, related sequence 2"		110700
CNKSR1	connector enhancer of kinase suppressor of Ras 1		10256
CNKSR2	connector enhancer of kinase suppressor of Ras 2		22866
CNKSR3	CNKSR family member 3		154043
CNMD	chondromodulin		11061
CNN1	calponin 1		1264
CNN2	calponin 2		1265
CNN2-PS	"calponin2, pseudogene"		100416023
CNN3	calponin 3		1266
CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1		26507
CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2		54805
CNNM3	cyclin and CBS domain divalent metal cation transport mediator 3		26505
CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4		26504
CNO	canoe		40620
CNOT1	CCR4-NOT transcription complex subunit 1		23019
CNOT10	CCR4-NOT transcription complex subunit 10		25904
CNOT11	CCR4-NOT transcription complex subunit 11		55571
CNOT2	CCR4-NOT transcription complex subunit 2		4848
CNOT3	CCR4-NOT transcription complex subunit 3		4849
CNOT4	CCR4-NOT transcription complex subunit 4		4850
CNOT6	CCR4-NOT transcription complex subunit 6		57472
CNOT6L	CCR4-NOT transcription complex subunit 6 like		246175
CNOT7	CCR4-NOT transcription complex subunit 7		29883
CNOT8	CCR4-NOT transcription complex subunit 8		9337
CNOT9	CCR4-NOT transcription complex subunit 9		9125
CNP	"2',3'-cyclic nucleotide 3' phosphodiesterase"		1267
CNP1	C-type natriuretic peptide 1		100499455
CNPL	cyclic nucleotide phosphodiesterase-like		110598
CNPPD1	cyclin Pas1/PHO80 domain containing 1		27013
CNPY1	canopy FGF signaling regulator 1		285888
CNPY2	canopy FGF signaling regulator 2		10330
CNPY3	canopy FGF signaling regulator 3		10695
CNPY4	canopy FGF signaling regulator 4		245812
CNR1	cannabinoid receptor 1		1268
CNR2	cannabinoid receptor 2		1269
CNRIP1	cannabinoid receptor interacting protein 1		25927
CNS-2	tyrosinase CNS-2 distal regulatory element		107080640
CNST	"consortin, connexin sorting protein"		163882
CNTD1	cyclin N-terminal domain containing 1		124817
CNTF	ciliary neurotrophic factor		1270
CNTFR	ciliary neurotrophic factor receptor		1271
CNTLN	centlein		54875
CNTN1	contactin 1		1272
CNTN2	contactin 2		6900
CNTN3	contactin 3		5067
CNTN4	contactin 4		152330
CNTN5	contactin 5		53942
CNTN6	contactin 6		27255
CNTNAP1	contactin associated protein 1		8506
CNTNAP2	contactin associated protein 2		26047
CNTNAP3	contactin associated protein family member 3		79937
CNTNAP4	contactin associated protein family member 4		85445
CNTNAP5A	contactin associated protein-like 5A		636808
CNTNAP5B	contactin associated protein-like 5B		241175
CNTNAP5C	contactin associated protein-like 5C		620292
CNTRL	centriolin		11064
CNTROB	"centrobin, centriole duplication and spindle assembly protein"		116840
CNTROBOS	"centrobin, centrosomal BRCA2 interacting protein, opposite strand"		73421
CO	cocked		12806
COA3	cytochrome c oxidase assembly factor 3		28958
COA4	cytochrome c oxidase assembly factor 4 homolog		51287
COA5	cytochrome c oxidase assembly factor 5		493753
COA6	cytochrome c oxidase assembly factor 6		388753
COA7	cytochrome c oxidase assembly factor 7 (putative)		65260
COA8	cytochrome c oxidase assembly factor 8		84334
COASY	Coenzyme A synthase		80347
COBL	cordon-bleu WH2 repeat protein		23242
COBLL1	cordon-bleu WH2 repeat protein like 1		22837
COC	coralliform cataract		109792
COCH	cochlin		1690
COCIA1	cocaine induced activation 1		116771
COCIA10	cocaine induced activation 10		492952
COCIA11	cocaine induced activation 11		100036237
COCIA12	cocaine induced activation 12		100034903
COCIA13	cocaine induced activation 13		100036064
COCIA14	cocaine induced activation 14		100036141
COCIA2	cocaine induced activation 2		116772
COCIA3	cocaine induced activation 3		116770
COCIA4	cocaine induced activation 4		492953
COCIA5	cocaine induced activation 5		492954
COCIA6	cocaine induced activation 6		492955
COCIA7	cocaine induced activation 7		492956
COCIA8	cocaine induced activation 8		492957
COCIA9	cocaine induced activation 9		492958
COCRB1	cocaine related behavior 1		116734
COCRB10	cocaine related behavior 10		116763
COCRB11	cocaine related behavior 11		116765
COCRB12	cocaine related behavior 12		116766
COCRB13	cocaine related behavior 13		116764
COCRB14	cocaine related behavior 14		116767
COCRB15	cocaine related behavior 15		116768
COCRB16	cocaine related behavior 16		116769
COCRB2	cocaine related behavior 2		116735
COCRB3	cocaine related behavior 3		116736
COCRB4	cocaine related behavior 4		116737
COCRB5	cocaine related behavior 5		116750
COCRB6	cocaine related behavior 6		116751
COCRB7	cocaine related behavior 7		116753
COCRB8	cocaine related behavior 8		116754
COCRB9	cocaine related behavior 9		116755
COD	cerebellar outflow degeneration		12811
